Geneid,PC3_Normoxia_S2,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2
ENSG00000259924,7,1,82,112,76,165,10,4
ENSG00000259925,83,34,7,6,3,9,26,7
ENSG00000259926,0,2,0,0,0,0,1,0
ENSG00000259928,0,0,0,2,0,0,1,1
ENSG00000259929,0,0,0,0,0,0,0,0
ENSG00000259931,3,1,5,1,1,0,4,0
ENSG00000259932,1,2,0,0,0,0,7,2
ENSG00000259933,1,1,19,13,3,9,0,0
ENSG00000259934,0,0,0,0,0,0,0,0
ENSG00000259935,1,0,0,1,4,2,0,0
ENSG00000259937,0,0,0,0,0,0,0,0
ENSG00000259940,2,2,24,28,35,35,1,0
ENSG00000259941,0,0,0,0,0,0,0,0
ENSG00000259943,20,3,289,471,619,333,10,3
ENSG00000259944,1,0,0,0,0,0,2,0
ENSG00000259945,0,0,0,0,0,0,0,0
ENSG00000259946,0,0,0,0,0,0,0,0
ENSG00000259947,0,0,0,0,0,0,0,0
ENSG00000259948,0,0,0,0,0,0,0,0
ENSG00000259950,5,0,0,0,0,0,2,0
ENSG00000259952,0,0,0,0,0,0,0,0
ENSG00000259953,84,30,0,3,1,2,76,48
ENSG00000259954,2,0,2,9,14,5,1,0
ENSG00000259955,0,0,0,0,0,0,0,0
ENSG00000259956,761,336,5852,4732,6383,6672,730,238
ENSG00000259959,73,20,50,80,99,73,29,8
ENSG00000259961,0,0,0,0,0,0,0,0
ENSG00000259962,0,0,0,0,0,0,0,0
ENSG00000259963,0,0,0,0,0,0,0,0
ENSG00000259964,10,0,0,1,0,1,15,3
ENSG00000259966,0,0,0,0,0,0,0,0
ENSG00000259967,3,2,2,4,5,6,4,0
ENSG00000259968,0,1,0,0,0,0,0,0
ENSG00000259969,11,5,1,0,1,0,20,5
ENSG00000259970,0,1,0,0,0,0,0,0
ENSG00000259974,284,87,0,0,0,0,128,32
ENSG00000259976,0,0,0,0,0,0,0,0
ENSG00000259977,0,0,0,0,0,0,0,0
ENSG00000259978,0,0,0,0,0,0,0,0
ENSG00000259979,0,0,0,0,0,0,0,0
ENSG00000259981,0,0,0,0,0,0,0,0
ENSG00000259982,0,0,0,0,0,0,0,0
ENSG00000259983,0,0,0,0,0,0,0,0
ENSG00000259984,2,2,9,6,9,2,3,1
ENSG00000259985,4,4,42,62,105,47,3,1
ENSG00000259986,15,0,0,0,0,0,5,2
ENSG00000259987,0,0,0,1,0,0,0,0
ENSG00000259989,0,0,0,1,0,0,0,0
ENSG00000259990,0,0,0,0,0,0,0,0
ENSG00000259992,0,0,0,0,0,0,0,0
ENSG00000259993,0,0,0,0,0,0,0,0
ENSG00000259994,77,26,29,43,73,29,34,5
ENSG00000259996,0,0,0,0,0,0,0,0
ENSG00000259997,0,0,0,0,0,0,0,0
ENSG00000259999,2,0,0,0,0,0,1,0
ENSG00000260000,48,22,263,606,656,329,43,22
ENSG00000260001,21,8,47,44,90,36,16,9
ENSG00000260003,0,0,0,0,0,0,0,0
ENSG00000260004,0,0,0,0,0,0,0,0
ENSG00000260005,41,18,39,34,39,43,43,17
ENSG00000260007,27,15,41,36,44,74,27,5
ENSG00000260008,2,1,1,0,0,0,4,1
ENSG00000260009,0,0,0,0,0,0,0,0
ENSG00000260010,0,0,2,1,0,2,0,0
ENSG00000260011,0,0,3,7,4,6,2,0
ENSG00000260012,1,0,1,0,0,0,0,0
ENSG00000260014,0,0,0,0,2,0,1,1
ENSG00000260015,5,1,0,0,0,0,5,1
ENSG00000260017,3,0,3,3,1,1,0,1
ENSG00000260018,11,9,100,133,199,135,5,3
ENSG00000260019,0,0,2,0,1,0,1,2
ENSG00000260021,0,0,0,0,2,0,0,1
ENSG00000260022,4,1,16,22,23,29,3,2
ENSG00000260024,0,0,0,0,0,0,0,0
ENSG00000260025,27,8,2,0,1,1,19,3
ENSG00000260026,0,0,0,0,0,0,0,0
ENSG00000260027,36,15,3,4,5,1,42,9
ENSG00000260029,1,0,0,0,0,0,1,0
ENSG00000260031,0,0,0,0,0,0,0,0
ENSG00000260032,3723,1253,13568,13412,15951,15066,4239,1453
ENSG00000260033,1,2,3,1,0,0,0,0
ENSG00000260034,19,7,15,9,8,2,10,3
ENSG00000260035,366,158,4,10,12,8,122,46
ENSG00000260036,0,0,5,6,9,12,0,0
ENSG00000260037,1,0,0,0,0,0,2,0
ENSG00000260038,5,0,2,13,9,1,0,0
ENSG00000260041,0,0,0,0,0,0,0,0
ENSG00000260042,0,0,0,0,0,0,0,0
ENSG00000260046,0,0,0,14,10,5,1,0
ENSG00000260047,0,0,0,0,0,0,0,0
ENSG00000260048,0,0,0,0,0,0,0,0
ENSG00000260051,12,3,32,11,17,34,3,2
ENSG00000260053,0,0,0,0,0,0,2,0
ENSG00000260057,0,0,0,0,3,0,0,0
ENSG00000260058,0,0,0,0,0,0,0,0
ENSG00000260059,6,0,2,1,1,2,10,5
ENSG00000260062,0,0,1,0,0,0,0,0
ENSG00000260063,45,14,68,90,111,82,51,16
ENSG00000260064,6,2,6,4,9,11,3,2
ENSG00000260066,0,0,0,0,0,0,0,0
ENSG00000260067,0,0,0,0,0,0,0,0
ENSG00000260068,0,0,0,0,0,0,0,0
ENSG00000260070,1,0,0,3,4,2,0,0
ENSG00000260072,0,0,3,0,0,5,0,0
ENSG00000260073,0,0,0,0,0,0,0,0
ENSG00000260075,0,0,0,1,0,0,0,1
ENSG00000260077,5,1,121,247,297,130,5,5
ENSG00000260078,0,0,0,0,0,0,0,0
ENSG00000260081,0,0,0,0,0,0,0,0
ENSG00000260082,0,0,0,1,0,0,0,0
ENSG00000260083,20,12,129,160,234,134,19,3
ENSG00000260084,0,3,0,0,0,0,0,0
ENSG00000260086,19,6,110,112,147,143,12,3
ENSG00000260087,0,0,0,1,4,0,1,0
ENSG00000260088,6,6,21,27,40,10,2,2
ENSG00000260089,0,0,0,0,0,0,0,0
ENSG00000260091,0,0,0,0,0,4,0,0
ENSG00000260092,0,0,0,0,0,0,0,0
ENSG00000260093,15,3,9,12,6,6,6,8
ENSG00000260094,0,0,0,0,0,0,0,0
ENSG00000260096,0,0,0,0,0,0,0,0
ENSG00000260097,1,3,12,12,19,9,2,1
ENSG00000260101,8,3,28,39,47,37,6,3
ENSG00000260102,0,0,0,0,0,0,0,0
ENSG00000260103,0,0,0,0,0,0,0,0
ENSG00000260104,0,0,0,0,0,0,0,0
ENSG00000260105,0,0,0,0,0,0,0,0
ENSG00000260107,0,0,0,0,0,0,0,0
ENSG00000260108,0,0,0,0,0,0,0,0
ENSG00000260109,0,0,0,0,0,0,0,0
ENSG00000260111,0,0,0,0,0,0,0,0
ENSG00000260112,1,1,0,1,1,0,0,1
ENSG00000260113,0,0,0,0,0,0,0,0
ENSG00000260115,12,2,0,0,3,0,9,4
ENSG00000260118,0,0,3,1,2,4,0,0
ENSG00000260120,0,0,0,0,1,0,0,0
ENSG00000260121,20,7,48,61,48,68,21,9
ENSG00000260122,0,0,0,0,0,0,0,0
ENSG00000260123,0,1,0,0,2,1,0,0
ENSG00000260125,1,0,0,3,1,0,1,0
ENSG00000260126,0,0,0,0,0,0,0,0
ENSG00000260128,0,0,0,0,0,0,0,0
ENSG00000260131,4,0,0,0,0,0,3,1
ENSG00000260132,6,0,80,89,130,109,3,1
ENSG00000260133,0,0,0,0,0,0,0,0
ENSG00000260134,0,0,0,0,0,0,0,0
ENSG00000260135,0,0,0,0,0,0,0,0
ENSG00000260136,8,2,21,17,24,13,6,2
ENSG00000260137,0,0,0,0,0,0,0,0
ENSG00000260139,0,0,0,0,0,0,0,0
ENSG00000260142,0,0,0,0,0,0,0,0
ENSG00000260144,1,0,1,0,0,0,2,0
ENSG00000260145,7,2,0,0,0,0,4,0
ENSG00000260146,0,0,0,3,0,0,0,0
ENSG00000260147,0,0,0,0,0,0,0,0
ENSG00000260148,0,0,0,0,0,0,2,0
ENSG00000260151,0,0,0,0,0,0,0,0
ENSG00000260152,0,0,0,0,0,0,0,0
ENSG00000260153,0,0,0,0,0,0,0,0
ENSG00000260156,8,2,17,37,31,14,5,0
ENSG00000260157,0,0,0,0,0,0,0,0
ENSG00000260158,0,0,0,0,0,0,0,0
ENSG00000260159,0,0,0,0,0,0,0,0
ENSG00000260160,6,6,18,20,22,18,12,1
ENSG00000260161,1,0,1,2,8,5,2,0
ENSG00000260162,0,0,0,0,0,0,0,0
ENSG00000260165,0,0,0,0,0,0,0,0
ENSG00000260166,0,1,0,0,0,2,0,0
ENSG00000260167,29,14,6,12,13,11,13,8
ENSG00000260170,0,0,0,0,0,0,0,0
ENSG00000260171,0,0,0,0,0,0,1,1
ENSG00000260172,0,2,2,0,0,0,1,1
ENSG00000260173,0,0,0,0,0,0,0,0
ENSG00000260174,0,0,0,0,0,0,0,0
ENSG00000260176,0,0,1,1,1,1,0,0
ENSG00000260177,1,0,0,2,4,0,1,0
ENSG00000260179,8,2,6,5,4,15,3,0
ENSG00000260184,0,0,0,0,0,0,0,0
ENSG00000260185,0,1,1,0,0,4,2,1
ENSG00000260186,2,0,0,0,0,0,6,0
ENSG00000260187,0,0,0,0,0,0,0,0
ENSG00000260188,0,0,0,0,0,0,0,1
ENSG00000260190,3,2,3,4,13,8,2,0
ENSG00000260192,0,0,0,0,0,0,0,0
ENSG00000260193,2,0,51,34,40,68,2,0
ENSG00000260194,1,0,0,1,0,3,2,0
ENSG00000260196,5,4,44,47,120,52,2,2
ENSG00000260197,0,0,13,10,17,12,0,0
ENSG00000260198,8,1,0,1,3,1,3,0
ENSG00000260201,0,0,0,0,0,0,0,0
ENSG00000260202,0,0,0,0,0,0,0,0
ENSG00000260205,0,0,0,0,0,0,0,0
ENSG00000260206,2,1,0,2,0,0,0,0
ENSG00000260207,0,0,0,0,0,0,0,0
ENSG00000260209,5,4,188,166,179,247,4,1
ENSG00000260211,0,0,0,0,0,0,0,0
ENSG00000260212,0,0,0,0,0,0,0,0
ENSG00000260213,23,11,40,54,48,37,24,11
ENSG00000260217,1,0,0,9,10,1,0,0
ENSG00000260218,0,0,0,0,0,0,0,0
ENSG00000260219,26,6,274,301,383,345,14,5
ENSG00000260220,3,0,0,2,0,3,1,0
ENSG00000260223,0,0,0,0,0,0,0,0
ENSG00000260224,1,0,0,3,2,0,0,1
ENSG00000260228,11,4,45,46,50,51,3,2
ENSG00000260229,5,1,0,0,2,0,7,3
ENSG00000260230,1,0,1,2,2,2,1,0
ENSG00000260231,18,8,202,244,320,199,7,3
ENSG00000260232,0,0,0,1,1,0,0,0
ENSG00000260233,178,63,505,410,491,509,125,40
ENSG00000260234,0,0,0,0,0,0,0,0
ENSG00000260235,0,0,0,0,0,0,0,0
ENSG00000260236,19,5,150,178,284,168,9,4
ENSG00000260237,0,0,0,0,0,0,0,0
ENSG00000260238,0,0,0,0,0,0,0,0
ENSG00000260239,0,0,2,0,1,0,0,0
ENSG00000260240,10,1,12,13,11,8,6,1
ENSG00000260242,0,0,1,0,0,0,0,0
ENSG00000260244,0,0,0,0,0,0,0,0
ENSG00000260246,0,0,0,0,0,0,0,0
ENSG00000260247,0,1,0,0,0,0,2,0
ENSG00000260249,0,0,7,23,24,19,0,0
ENSG00000260251,1,0,0,0,0,0,0,0
ENSG00000260252,2,0,9,9,14,17,0,0
ENSG00000260253,12,9,0,0,1,0,10,1
ENSG00000260254,0,0,0,0,0,1,2,0
ENSG00000260255,0,0,0,0,0,0,0,0
ENSG00000260256,0,0,0,0,2,0,0,0
ENSG00000260257,86,27,29,30,39,49,84,24
ENSG00000260258,0,0,0,0,1,0,0,0
ENSG00000260259,2,1,30,27,26,27,0,1
ENSG00000260260,63,28,241,309,759,231,44,18
ENSG00000260261,0,0,0,0,0,0,0,0
ENSG00000260262,0,0,0,1,0,0,0,0
ENSG00000260264,0,0,0,0,0,0,0,0
ENSG00000260265,9,2,3,7,1,2,6,3
ENSG00000260266,0,0,0,0,0,0,0,0
ENSG00000260267,15,5,172,195,219,223,11,2
ENSG00000260268,0,0,0,0,0,0,0,0
ENSG00000260269,5,1,5,2,3,2,3,3
ENSG00000260271,2,0,1,0,1,0,1,2
ENSG00000260272,0,0,0,0,0,0,0,0
ENSG00000260273,5,1,6,6,14,3,8,4
ENSG00000260274,26,10,72,150,182,98,25,2
ENSG00000260275,0,0,0,0,0,0,0,0
ENSG00000260277,25,5,6,4,4,3,21,1
ENSG00000260278,6,4,4,9,5,4,5,1
ENSG00000260279,18,3,184,222,198,223,12,4
ENSG00000260280,0,0,1,1,1,2,0,0
ENSG00000260281,0,0,9,11,10,9,1,0
ENSG00000260282,0,1,0,0,0,0,0,0
ENSG00000260284,0,0,0,0,0,0,0,0
ENSG00000260285,62,21,314,156,199,312,37,24
ENSG00000260286,2,1,0,2,1,0,3,0
ENSG00000260287,0,0,47,0,2,1,0,0
ENSG00000260288,4,1,2,3,13,5,0,0
ENSG00000260289,2,1,1,1,1,1,3,0
ENSG00000260290,3,1,59,36,51,40,6,3
ENSG00000260291,0,0,0,0,0,0,0,0
ENSG00000260293,9,8,26,27,19,26,8,2
ENSG00000260296,6,2,21,24,17,11,6,2
ENSG00000260298,0,0,0,1,0,0,1,0
ENSG00000260302,3,1,2,6,4,1,2,0
ENSG00000260303,0,0,0,3,6,1,0,0
ENSG00000260304,0,0,0,0,0,0,0,0
ENSG00000260305,0,0,0,0,0,0,0,0
ENSG00000260306,0,0,0,0,0,0,0,0
ENSG00000260307,0,0,0,0,0,0,0,0
ENSG00000260308,0,0,0,0,0,0,0,0
ENSG00000260310,3,2,0,0,0,0,5,0
ENSG00000260311,0,0,0,0,0,0,0,0
ENSG00000260312,0,0,0,0,0,0,0,0
ENSG00000260314,1,0,5,4,9,5,2,0
ENSG00000260316,0,0,6,6,6,4,0,0
ENSG00000260317,5,0,38,14,22,45,5,2
ENSG00000260318,45,34,18,8,16,9,45,18
ENSG00000260322,0,0,0,0,0,0,0,0
ENSG00000260325,0,0,6,1,11,5,0,0
ENSG00000260326,16,5,3,9,31,8,23,6
ENSG00000260327,0,0,0,0,0,0,0,0
ENSG00000260328,70,26,0,0,0,0,95,18
ENSG00000260329,21,11,135,77,120,147,18,13
ENSG00000260331,3,0,0,0,2,0,8,0
ENSG00000260332,0,0,0,0,0,0,0,0
ENSG00000260335,0,0,0,0,0,0,0,0
ENSG00000260337,0,0,91,57,80,89,0,1
ENSG00000260338,0,0,0,0,0,0,0,0
ENSG00000260339,0,0,49,112,110,105,0,0
ENSG00000260340,0,0,0,0,0,1,0,0
ENSG00000260341,0,0,0,0,0,0,0,0
ENSG00000260342,0,0,0,0,0,0,0,0
ENSG00000260343,0,0,1,0,0,1,0,0
ENSG00000260344,0,0,0,0,0,0,0,0
ENSG00000260345,0,1,2,0,0,1,0,0
ENSG00000260347,0,0,0,0,0,1,0,0
ENSG00000260348,0,0,0,0,0,0,0,0
ENSG00000260349,0,0,0,0,0,0,0,0
ENSG00000260350,0,0,0,0,0,0,0,0
ENSG00000260351,1,2,1,0,0,0,0,0
ENSG00000260352,2,1,8,3,4,5,2,0
ENSG00000260357,0,0,0,0,0,0,0,0
ENSG00000260360,4,5,78,122,175,94,7,4
ENSG00000260361,2,0,3,18,12,7,4,0
ENSG00000260362,0,0,0,0,0,0,1,0
ENSG00000260364,0,1,0,0,0,0,3,0
ENSG00000260366,0,0,0,0,3,0,0,0
ENSG00000260367,18,2,42,28,18,40,10,3
ENSG00000260368,27,8,8,18,4,6,41,7
ENSG00000260369,44,18,16,22,43,25,18,9
ENSG00000260370,0,0,0,0,0,0,0,0
ENSG00000260371,0,0,0,0,0,0,0,0
ENSG00000260372,11,2,66,97,95,66,10,5
ENSG00000260375,0,0,0,0,0,0,0,0
ENSG00000260377,0,0,7,5,2,7,2,1
ENSG00000260378,0,0,0,0,2,0,0,1
ENSG00000260379,0,0,0,0,0,0,0,0
ENSG00000260381,0,1,0,0,0,2,1,0
ENSG00000260382,0,0,4,1,0,0,1,0
ENSG00000260385,0,0,0,0,0,0,0,0
ENSG00000260386,0,0,0,0,0,1,0,0
ENSG00000260387,0,0,0,0,0,0,0,0
ENSG00000260388,6,2,4,2,1,3,4,1
ENSG00000260389,0,0,0,0,0,0,0,0
ENSG00000260390,0,0,2,0,0,1,0,0
ENSG00000260391,0,0,0,0,0,0,0,0
ENSG00000260392,2,0,0,1,0,1,1,0
ENSG00000260393,0,0,0,0,0,0,0,0
ENSG00000260394,1,1,8,6,1,12,0,1
ENSG00000260395,1,0,1,2,0,0,3,0
ENSG00000260398,48,19,3,7,4,0,104,32
ENSG00000260399,0,0,0,0,0,0,0,0
ENSG00000260400,47,13,89,12,14,72,112,26
ENSG00000260401,0,0,0,0,0,0,0,0
ENSG00000260402,0,0,0,0,0,0,0,0
ENSG00000260403,0,0,0,7,1,1,0,0
ENSG00000260404,0,0,0,0,0,0,0,0
ENSG00000260405,0,0,0,0,0,0,0,0
ENSG00000260406,0,0,0,0,0,0,0,0
ENSG00000260410,3,0,2,3,6,3,1,0
ENSG00000260412,0,0,0,0,0,0,0,0
ENSG00000260413,0,0,0,0,0,0,0,0
ENSG00000260414,0,0,0,0,0,0,0,0
ENSG00000260416,0,0,2,0,0,1,1,0
ENSG00000260417,2,1,2,6,3,0,0,0
ENSG00000260418,2,0,11,5,18,17,2,0
ENSG00000260419,0,0,0,0,0,0,0,0
ENSG00000260420,22,8,3,1,3,4,46,13
ENSG00000260422,0,0,0,0,0,0,0,0
ENSG00000260423,1,1,7,24,31,10,0,0
ENSG00000260425,1,1,3,3,5,10,0,1
ENSG00000260426,13,6,0,1,0,2,9,4
ENSG00000260427,0,0,0,0,0,0,0,0
ENSG00000260428,6,4,77,35,80,88,5,2
ENSG00000260430,10,3,1,0,0,3,2,3
ENSG00000260431,0,0,0,0,0,0,0,0
ENSG00000260433,0,0,0,0,0,0,0,0
ENSG00000260436,0,0,0,0,0,0,0,0
ENSG00000260438,0,0,0,0,1,0,0,0
ENSG00000260439,2,0,6,5,3,3,0,0
ENSG00000260440,2,0,0,0,0,0,0,1
ENSG00000260441,4,2,1,4,0,8,0,1
ENSG00000260442,25,15,29,64,91,31,6,5
ENSG00000260443,0,0,0,0,0,0,0,0
ENSG00000260444,0,0,0,0,0,0,0,0
ENSG00000260445,0,0,0,0,0,0,0,0
ENSG00000260447,0,0,0,0,3,2,1,0
ENSG00000260448,20,6,11,15,27,14,12,6
ENSG00000260450,0,0,0,0,0,0,0,0
ENSG00000260451,0,0,0,0,0,0,0,0
ENSG00000260452,3,2,5,0,1,5,10,1
ENSG00000260454,3,2,0,0,0,0,14,4
ENSG00000260455,1,0,0,0,0,0,0,0
ENSG00000260456,7,2,6,14,33,9,1,4
ENSG00000260457,0,0,0,0,1,0,0,0
ENSG00000260458,0,0,2,1,1,3,0,0
ENSG00000260459,0,0,35,15,23,49,0,0
ENSG00000260460,0,0,1,0,1,1,0,0
ENSG00000260464,4,5,75,60,58,104,5,0
ENSG00000260465,0,0,0,0,0,0,0,0
ENSG00000260466,0,0,1,0,0,0,7,1
ENSG00000260467,0,0,2,0,3,1,0,0
ENSG00000260468,7,2,2,0,2,0,6,0
ENSG00000260469,1,0,3,0,1,0,0,0
ENSG00000260471,1,0,0,0,2,2,0,0
ENSG00000260472,0,0,0,0,0,1,0,0
ENSG00000260473,23,4,0,0,0,0,9,0
ENSG00000260475,3,0,5,13,12,7,1,2
ENSG00000260476,0,0,0,0,0,0,0,0
ENSG00000260477,0,0,0,0,1,0,0,0
ENSG00000260478,0,0,0,0,0,0,0,0
ENSG00000260479,1,0,0,0,0,0,1,0
ENSG00000260480,0,0,0,0,0,0,0,0
ENSG00000260482,0,0,0,0,0,0,0,0
ENSG00000260483,1,0,1,0,1,0,0,0
ENSG00000260484,0,0,12,20,16,16,0,0
ENSG00000260488,3,0,0,0,0,1,0,0
ENSG00000260490,1,1,0,3,6,3,0,0
ENSG00000260492,1,0,1,3,0,4,0,0
ENSG00000260493,13,4,39,33,43,41,8,5
ENSG00000260494,5,2,18,31,38,28,7,2
ENSG00000260495,20,7,29,30,48,56,16,7
ENSG00000260496,1,0,2,0,2,0,0,0
ENSG00000260497,0,0,0,0,0,0,0,0
ENSG00000260498,1,1,8,16,15,12,0,0
ENSG00000260500,16,8,31,19,40,35,6,2
ENSG00000260504,0,0,1,0,0,0,1,0
ENSG00000260505,0,0,0,0,0,0,0,0
ENSG00000260507,0,0,0,0,0,0,0,0
ENSG00000260509,1,0,1,6,6,1,2,0
ENSG00000260510,0,0,2,3,5,5,1,0
ENSG00000260514,0,0,0,0,0,0,0,0
ENSG00000260515,0,0,0,0,0,0,0,0
ENSG00000260516,0,0,0,0,0,0,0,0
ENSG00000260518,0,0,0,0,0,0,0,0
ENSG00000260519,4,1,1,3,1,1,5,1
ENSG00000260520,0,0,0,0,1,0,0,0
ENSG00000260522,0,0,0,0,0,0,0,0
ENSG00000260524,0,0,1,1,2,1,0,0
ENSG00000260525,0,0,0,0,0,0,0,0
ENSG00000260526,11,7,38,65,89,46,7,4
ENSG00000260528,10,4,12,18,17,25,9,1
ENSG00000260530,0,0,0,0,0,0,0,0
ENSG00000260532,3,1,2,2,3,8,2,0
ENSG00000260534,0,0,0,0,0,0,0,0
ENSG00000260536,8,2,1,0,2,5,2,1
ENSG00000260537,0,0,0,0,0,0,0,0
ENSG00000260540,0,0,0,0,0,0,0,0
ENSG00000260541,0,0,0,2,1,1,2,0
ENSG00000260542,0,0,0,0,0,0,0,0
ENSG00000260545,1,1,1,3,2,3,2,2
ENSG00000260549,0,0,0,0,0,0,0,0
ENSG00000260550,0,0,0,0,0,0,0,0
ENSG00000260551,0,0,0,0,1,0,0,0
ENSG00000260552,13,2,13,10,21,13,6,6
ENSG00000260555,0,0,10,1,0,7,0,0
ENSG00000260558,6,0,1,1,0,6,4,2
ENSG00000260563,28,13,376,387,390,417,35,20
ENSG00000260564,0,0,0,0,0,0,0,0
ENSG00000260565,196,94,922,1115,1155,1062,95,50
ENSG00000260566,0,0,0,0,0,0,0,0
ENSG00000260568,0,0,1,0,0,0,0,0
ENSG00000260569,0,0,1,0,0,0,0,0
ENSG00000260570,0,0,0,0,0,0,0,0
ENSG00000260571,0,0,0,1,3,1,0,0
ENSG00000260572,12,5,45,100,126,50,5,2
ENSG00000260573,0,0,64,72,80,82,0,1
ENSG00000260574,0,0,0,0,0,0,0,0
ENSG00000260575,0,0,0,0,0,0,0,0
ENSG00000260576,8,2,5,1,6,0,10,0
ENSG00000260577,1,0,0,0,0,0,0,0
ENSG00000260578,6,3,17,31,37,52,10,4
ENSG00000260579,0,0,0,0,0,0,0,0
ENSG00000260580,0,0,0,0,0,0,0,0
ENSG00000260582,1,0,0,1,3,0,0,0
ENSG00000260583,5,2,1,4,6,1,1,2
ENSG00000260584,0,0,0,0,0,0,0,0
ENSG00000260585,3,0,0,0,4,0,1,0
ENSG00000260586,13,7,0,0,0,0,19,4
ENSG00000260588,0,0,0,1,0,0,0,0
ENSG00000260589,61,17,51,75,101,47,34,11
ENSG00000260590,0,0,0,0,0,0,0,0
ENSG00000260592,10,5,0,0,0,2,13,1
ENSG00000260593,0,1,0,0,5,1,0,0
ENSG00000260594,1,0,0,0,0,0,0,0
ENSG00000260595,0,0,0,0,0,0,0,0
ENSG00000260596,0,0,0,0,0,0,0,0
ENSG00000260597,67,27,363,243,339,402,38,15
ENSG00000260598,0,0,0,0,0,0,0,0
ENSG00000260599,0,0,0,0,0,0,0,0
ENSG00000260600,5,4,0,0,0,0,1,0
ENSG00000260601,2,0,0,0,0,0,0,0
ENSG00000260602,0,0,0,0,0,0,0,0
ENSG00000260604,32,9,25,8,18,22,44,7
ENSG00000260605,0,0,0,0,0,0,0,0
ENSG00000260608,7,2,381,390,487,447,5,0
ENSG00000260610,0,0,0,0,0,0,0,0
ENSG00000260611,0,0,0,0,1,0,0,0
ENSG00000260612,2,0,2,2,0,9,0,0
ENSG00000260613,1,0,6,33,34,8,0,0
ENSG00000260615,0,0,0,0,2,0,0,1
ENSG00000260616,1,1,0,0,0,0,1,0
ENSG00000260617,1,0,0,0,0,0,2,0
ENSG00000260618,0,1,27,57,45,34,2,0
ENSG00000260619,4,1,9,12,13,7,3,2
ENSG00000260620,0,0,0,0,0,0,0,0
ENSG00000260621,1,0,0,0,3,0,3,1
ENSG00000260622,0,0,0,0,0,0,0,0
ENSG00000260624,0,0,0,0,0,0,0,0
ENSG00000260625,7,6,22,39,72,49,3,5
ENSG00000260626,0,0,0,0,0,0,0,0
ENSG00000260628,0,0,0,0,0,0,0,0
ENSG00000260629,0,0,0,0,0,0,0,0
ENSG00000260630,72,24,113,135,207,153,30,6
ENSG00000260631,0,0,0,0,0,0,0,0
ENSG00000260633,0,0,3,0,2,0,4,0
ENSG00000260634,0,0,0,0,0,0,0,0
ENSG00000260635,1,0,0,0,1,1,1,0
ENSG00000260639,0,0,0,0,0,0,0,0
ENSG00000260640,0,0,0,0,0,0,0,0
ENSG00000260641,52,20,32,69,68,47,76,29
ENSG00000260642,0,0,0,0,0,0,0,0
ENSG00000260643,16,7,50,50,38,72,10,3
ENSG00000260644,0,0,11,4,0,6,0,0
ENSG00000260645,4,0,13,18,16,13,6,1
ENSG00000260646,0,0,1,2,3,4,0,0
ENSG00000260647,7,2,4,7,9,12,7,4
ENSG00000260648,9,2,0,0,1,0,8,3
ENSG00000260649,0,0,0,0,0,0,0,0
ENSG00000260650,0,0,1,4,4,0,0,0
ENSG00000260651,0,0,0,0,3,0,0,0
ENSG00000260653,0,0,57,37,54,64,0,0
ENSG00000260657,14,0,3,11,7,6,13,3
ENSG00000260658,0,0,2,5,2,5,0,1
ENSG00000260659,0,0,0,0,0,0,0,0
ENSG00000260660,0,0,4,2,1,1,0,0
ENSG00000260661,1,1,0,0,0,0,1,0
ENSG00000260662,0,0,0,0,0,0,0,0
ENSG00000260664,6,2,0,3,1,1,2,1
ENSG00000260668,3,1,22,19,34,20,0,0
ENSG00000260669,2,4,1,11,13,10,1,1
ENSG00000260670,0,0,0,0,0,0,0,0
ENSG00000260671,0,0,0,0,0,3,0,0
ENSG00000260672,2,0,1,1,1,0,2,0
ENSG00000260673,0,0,0,0,0,0,0,0
ENSG00000260674,0,0,0,0,0,0,0,0
ENSG00000260675,1,0,0,0,0,0,0,0
ENSG00000260676,0,0,7,0,1,13,0,0
ENSG00000260677,0,0,0,0,1,0,0,1
ENSG00000260678,0,0,2,1,8,0,0,0
ENSG00000260679,0,0,0,0,0,0,0,0
ENSG00000260680,0,0,0,0,0,0,0,0
ENSG00000260681,6,2,0,0,0,0,0,0
ENSG00000260682,0,0,0,0,0,0,0,0
ENSG00000260683,0,0,0,0,2,0,0,0
ENSG00000260685,1,1,0,2,1,1,2,0
ENSG00000260686,0,0,0,0,0,0,0,0
ENSG00000260688,0,0,0,0,0,0,0,0
ENSG00000260689,19,3,8,1,2,8,10,6
ENSG00000260690,1,0,2,0,0,0,2,0
ENSG00000260691,1,0,2,3,3,0,0,0
ENSG00000260693,0,0,0,0,0,0,0,0
ENSG00000260694,0,0,0,0,0,0,0,0
ENSG00000260695,0,0,1,0,0,0,0,0
ENSG00000260698,2,0,4,10,24,4,2,3
ENSG00000260701,0,0,0,0,0,0,0,0
ENSG00000260702,5,1,2,2,0,1,0,3
ENSG00000260704,4,1,0,0,0,0,9,0
ENSG00000260706,0,0,0,0,0,0,0,0
ENSG00000260708,76,34,477,494,677,489,50,30
ENSG00000260710,0,0,3,0,1,3,1,0
ENSG00000260711,1,0,35,51,52,50,0,0
ENSG00000260714,3,4,11,19,19,19,4,1
ENSG00000260715,0,0,0,0,0,0,0,0
ENSG00000260719,0,0,17,41,31,41,0,0
